height	year	sex	native	native2	home	vowel	F1	F2	F3	F4
66	2	1	1	NA	PA	IH	508.3684668	1994.561888	2652.294538	0
66	2	1	1	NA	PA	UH	596.3190943	1169.111135	2696.751469	0
66	2	1	1	NA	PA	EH	717.3226592	1776.093212	2811.891073	0
66	2	1	1	NA	PA	AH	670.1924911	1340.51951	2755.060893	0
66	2	1	1	NA	PA	AXR	547.7014222	1477.450198	1701.064917	0
66	2	1	1	NA	PA	AO	676.1753636	1073.864383	2784.42732	0
66	2	1	1	NA	PA	AA	779.8800156	1248.631594	2719.72154	0
66	2	1	1	NA	PA	AE	816.8174182	1730.071402	2728.759949	0
66	2	1	1	NA	PA	AW1	770.8742687	1539.397108	2434.075047	3869.745868
66	2	1	1	NA	PA	AW2	631.3912673	1126.167869	2316.330824	3721.9253
66	2	1	1	NA	PA	AY1	778.89214	1205.179256	2632.394789	3854.929815
66	2	1	1	NA	PA	AY2	721.0851067	1756.524527	2257.039629	3831.093187
66	2	1	1	NA	PA	EY1	632.7534845	1859.354538	2720.734666	4281.379979
66	2	1	1	NA	PA	EY2	623.7274447	2043.878448	2775.986333	4220.622251
66	2	1	1	NA	PA	OW1	561.5100393	1221.565311	2536.164118	3570.982647
66	2	1	1	NA	PA	OW2	517.8776083	1046.172746	2592.037912	3688.619354
66	2	1	1	NA	PA	OY1	485.836277	826.4248673	2099.834873	3503.409601
66	2	1	1	NA	PA	OY2	615.200776	1597.399998	2339.964206	3640.215576
59	2	0	1	NA	IL	IY	340.9	2739.86	3409.436667	4390.516667
59	2	1	1	NA	IL	UW	384.8266667	1626.323333	2545.986667	4033.67
59	2	1	1	NA	IL	IH	561.9733333	2036.036667	3096.206667	4360.976667
59	2	1	1	NA	IL	UH	571.6633333	1202.606667	2752.42	4162.78
